m,bl,dsp,cva,ad,did,rev
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Infiniti Dealership Visitors - CTV,Quoru124,0.08
2026-04-01,Open Auction - BFM,Unruly,—,Unruly CTV Video,,0.0
2025-12-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - Desktop - 1st Price (HB),,71.88
2025-11-01,Select - BFM,Beeswax,Simulmedia,PlayerWON-Ribeye-GFN-FY25,PlayerWONRibeyeGFNFY25,0.0
2025-11-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.fi Deal - CTV (Vizio),231262416313,38.85
2025-06-01,DSP Marketplace - BFM,GroundTruth,—,GroundTruth Deal - App - Display - 0.30% CTR,166547275315,130.04
2025-06-01,DSP Marketplace - BFM,GroundTruth,—,GroundTruth Deal - CTV - 90% VCR,480630561397,4804.08
2025-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - MeTV - Adjust,205969889099,0.02
2025-06-01,Open Auction - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Canada Test,,0.0
2025-09-01,Open Auction - BFM,Walmart,—,TTD - CTV (1st Price),,1635.01
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_OWN_PMP,469747011240,0.0
2025-09-01,Select - BFM,TheTradeDesk,Strategus,0,"300416284256, STRAT002",0.0
2025-04-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Cinedigm,379708306000,257.38
2026-01-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > High Index Zips - Macy's Visitors - Banner,Quoru176,0.0
2026-01-01,Open Auction - BFM,Viant,—,Viant - Linear (Entertainment),,0.0
2025-07-01,Open Auction - BFM,MadHive,—,MadHive - CTV - 1st Price,,5518.75
2026-01-01,Open Auction - BFM,—,—,F0044771 NFL CONFERENCE CHAMPIONSHIP DOMINGO 20,,0.0
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Collective Measure - CTV - Genre Home &amp; Garden,,0.0
2026-02-01,Select - BFM,Bidswitch,Quorum,Quorum > Holiday Shoppers > Physical Visitors,Quoru198,0.0
2025-12-01,Open Auction - BFM,—,—,F0044674 MASL SAN VS TACO UTI VS BAL DOMINGO 20,,0.0
2026-05-01,Open Auction - BFM,—,—,Pending/Placement BeachFront AD,,0.0
2025-08-01,Open Auction - BFM,—,—,Yahoo - CTV - Open Auction- Efficiency Monitoring,,0.0
2025-01-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Lockard &amp; Wechsler - $8 Vizio,,0.0
2025-01-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV (Indirect T2 - HALL),,0.0
2025-06-01,Open Auction - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_AMC_$17.50,,0.0
2025-10-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,MadHive Deal - CTV - Live Sports,263057593976,2377.45
2025-02-01,Open Auction - BFM,Xandr,—,Xandr STB VOD,,0.01
2026-03-01,Open Auction - BFM,DV360,—,Bidswitch - Seedtag,,5563.56
2026-03-01,Select - BFM,Bidswitch,IRIS,GumGum - Optimum Media - Brand Safe CTV_BFM,IRIS00371,0.0
2025-11-01,Open Auction - BFM,StackAdapt,—,StackAdapt - APP - Open Auction,,42.16
2026-04-01,Open Auction - BFM,—,—,F0044732 LUP FOOTAGE SEM 2026 20s,,0.0
2025-05-01,Open Auction - BFM,Viant,—,Viant - MW,,18344.74
2025-12-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 Crunch - Contextual CTV_BFM,IRIS00244,1715.89
2025-05-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225500),,0.0
2025-05-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - CTV - MiQ Fubo Extension,770425332965,834.03
2026-05-01,DSP Marketplace - BFM,SmartyAds,Beachfront Deal Curation,SmartyAds - World Health Day - 2026 Deal,Beach264,2.08
2025-08-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Women 45+ - Lifestyle,906512946837,170.77
2025-04-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV (Political Networks - Conservative) (MiQ),398210260835,0.0
2026-01-01,Select - BFM,TheTradeDesk,Quorum,Quorum - Holiday Shoppers - Physical Visitors,Quoru212,0.0
2025-05-01,Select - BFM,SimpliFi,Mavern Media,Holiday Movie Buffs - Simpli.fi - CTV,Maver7,0.0
2026-05-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Plex),,2924.87
2025-11-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - CTV - MiQ Fubo,770425332965,485.59
2026-06-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - CTV RON (Washington DC),298578719382,0.04
2025-12-01,Select - BFM,Marketing Architects -RTB,TV One,Marketing Architects 2024,MarketingArchitectsTVOne2024,0.0
2025-07-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,SimpliFi Deal - Local News - CTV,971244897615,80.84
2025-09-01,Open Auction - BFM,Marketing Architects -RTB,—,Marketing Architects - CTV - EW Scripps LAT,,739.6
2025-05-01,Open Auction - BFM,StackAdapt,—,StackAdapt - CTV - Open Auction,,39130.94
2025-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_120 Second Placements,Beach172,0.0
2026-01-01,Select - BFM,Bidswitch,Quorum,Quorum > Tech Shoppers > Physical Visitors,Quoru200,0.0
2026-01-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth - Deal - CTV - Apple TV,BFMGT001,334.14
2026-04-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Minority / Woman Owned),BFM027,6.94
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > Viant > High Index Zips - New & Used Automotive Dealer Visitors - CTV,Quoru45,1.22
2025-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - SamsungAds - $9 - Bundles - DON&#039;T TOUCH QPS,948945611529,199.15
2026-02-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV (Fubo),,0.0
2025-02-01,DSP Marketplace - BFM,4INFO,—,Cadent_TBS_PMP_Test,270445115621,0.0
2025-03-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - CTV - All Supply w/ Network Data,263082243873,40.54
2026-03-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - NBC (Network),394570428639,0.26
2026-06-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - President’s Day - Contextual CTV,Beach215,30.1
2025-09-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - WeatherNation CTV (Deal),993808143972,0.08
2026-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Healthcare Decision Makers - Connected TV,STNXCTV023,0.0
2026-06-01,Select - BFM,StackAdapt,33Across,Sports Contextual - Stackadapt Deal,33Acr44,0.0
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Goodway Group (Networks),,0.0
2025-11-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-08-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Deal - CTV - RON,255653458214,0.0
2025-06-01,Open Auction - BFM,TheTradeDesk,—,TTD - Web Sports Video - (Amazon (Matterkind)),,0.0
2025-10-01,Open Auction - BFM,Inspiritum,—,0,,0.0
2025-06-01,Open Auction - BFM,Excelate,—,Bidswitch - APP Display,,0.0
2026-02-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,0,116958799688,0.0
2026-05-01,Open Auction - BFM,—,—,Equative CTV Main,,0.0
2026-06-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - CTV (Charter),,0.02
2025-01-01,DSP Marketplace - BFM,DeepIntent,Beachfront Deal Curation,DeepIntent - OLV - High CTR,603676934637,2.25
2025-01-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Direct Fixed $8),389866043594,14905.25
2025-01-01,Open Auction - BFM,Yahoo DSP,—,Verizon - CTV (Charter),,12.32
2025-01-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Migration,Bidswitch Deal - CTV - Roku - MIQ - $15,927317093839,143.15
2025-01-01,Open Auction - BFM,Infillion,—,Bidswitch - APP Display,,1.36
2025-01-01,Open Auction - BFM,Reset Digital,—,Indirect - Reset Digital - $18 Floor,,0.0
2025-02-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - Web - Open Auction - Display,,2628.06
2025-02-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Walmart - CTV (Genre Sports),,0.0
2025-04-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Binge Watching,Aki3,2.45
2025-04-01,Select - BFM,TheTradeDesk,Strategus,TTD Deal - CTV - Wades RV - Local News - Metro Code List - Live,Strat55,2.12
2025-09-01,Open Auction - BFM,—,—,Lemma DSP CTV Ad,,0.0
2026-04-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Pharma Category Targeting - Video/CTV,Beach115,104.7
2025-10-01,Open Auction - BFM,Viant,—,Viant - APP [Display],,690.02
2026-03-01,Open Auction - BFM,Yahoo DSP,—,Verizon - CTV (Charter),,20.84
2026-06-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - 98th Academy Awards - Contextual CTV,Beach219,318.38
2026-06-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - EW Scripps,976384276675,12017.23
2025-05-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,MadHive Deal - CTV - Hispanic Heritage Month - Tentpole - Publisher,BFMMH001,0.68
2025-11-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - CNN Newsource,122820292944,51.18
2026-01-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Sensitive (Non-Cannabis),343539490451,15.43
2025-03-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Holiday/Shopping CTV (Deal Library) - Genre - Ovative,,0.0
2025-10-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Sports Content  - CTV - Contextual - VideoAmp,Beach149,167.0
2025-09-01,DSP Marketplace - BFM,—,BFM Internal,MadHive - CTV - Pluto Bundle Override (Price Targeted),MH32,0.0
2025-07-01,DSP Marketplace - BFM,Unruly,—,Unruly RTBHouse Deal - OLV - Holiday/Shopping -  ($8),730014448043,0.0
2025-11-01,Select - BFM,Bidswitch,MultiLocal,mCanvas_mlm_Roku_US_CTV_BF_MLMBRID7304,Multi42,0.0
2025-05-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cannabis Category Targeting - Video/CTV,Beach111,846.62
2026-01-01,Open Auction - BFM,StackAdapt,—,StackAdapt - CTV - Open Auction - Efficiency Monitoring,,7308.14
2025-08-01,Select - BFM,Basis Technologies,IRIS,IRIS.TV - Basis - Outdoor/Sports - CTV_BFM,IRIS00060,273.89
2025-02-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - LDA Approved,539578998219,0.8
2026-01-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - Hispanic CTV,532371564041,847.76
2025-05-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Roku - OLV - Political Allowed - The New Media Firm,486440112029,0.0
2025-08-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Soccer US - ctv,Audig1797,0.0
2025-03-01,Open Auction - BFM,SimpliFi,—,Simplifi Deal - OLV Web - USA Today (IO),,0.0
2025-03-01,Select - BFM,SimpliFi,Mavern Media,Holiday Movie Buffs - Simpli.fi - CTV,Maver7,0.0
2025-09-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - CTV - Open Auction (Charter),,226.88
2025-10-01,Select - BFM,TheTradeDesk,MultiLocal,mCanvas_mlm_Roku_US_CTV_Xandr_BF_MLMBRID7304,Multi48,0.0
2025-03-01,DSP Marketplace - BFM,Zeta DSP,—,Bidswitch Deal - Zeta - CTV - $5-$9 (Spanish),965563756301,24.04
2025-08-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - Telly (Big Screen),Strat46,2.27
2025-07-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.Fi Deal - CTV - Political Allowed (AMC Networks),646334733342,25.39
2025-04-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - OLV - Sensitive (Non-Cannabis),231568460253,0.0
2026-02-01,Open Auction - BFM,Walmart,—,TTD - Desktop [Display],,9.62
2026-05-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Deal - CTV - RON - Canada,340423331748,107.58
2025-09-01,Open Auction - BFM,Marketing Architects -RTB,—,Marketing Architects - OTT,,450.84
2025-05-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,MLB - CTV - Contextual - Tentpole Deal - VideoAmp,Beach150,2.28
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Collective Measure - CTV - Genre Home &amp; Garden,,0.0
2026-01-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Sling Bundle Override (Price Targeted),MH34,381.29
2025-06-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - OLV - Cannabis Allowed,730046772236,6.44
2025-02-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - Desktop [Display],,0.0
2025-04-01,Open Auction - BFM,Storygize,—,Storygize - MW (1st Price),,796.71
2025-04-01,Select - BFM,IQM,Audigent,Audigent & Beachfront - AUD-041534 - IQM (Political) - Multiple Brands - CTV ContextualPMP - Premium Streaming US - ctv-Audig1139,Audig1139,4.78
2026-02-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - Seedtag,,2.64
2025-06-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - OMD - National Guard - Sentiment CTV_BFM,IRIS00270,0.0
2025-09-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Reality,711907073746,21479.8
2025-10-01,Open Auction - BFM,—,—,F0037958 F1 ACADEMY GENERICA VERSION 2 2025 20,,0.0
2025-10-01,Open Auction - BFM,—,—,FS_VD_WINGSTOP_LIGAMX_OCT25,,28.45
2025-02-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Ovative - CTV (Outdoor Enthusiasts) Data,,0.0
2025-10-01,Open Auction - BFM,—,—,The Smashing Machine,,897.0
2025-06-01,Open Auction - BFM,Knorex,—,Bidswitch - MW [Display],,0.0
2025-04-01,Open Auction - BFM,BizzClick,—,BizzClick - App (Indirect),,0.0
2025-01-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Migration,Bidswitch Deal - CTV (Roku $0-$10 CPM),533150879478,9363.06
2026-05-01,DSP Marketplace - BFM,Octillion,BFM Internal,Octillion Deal - CTV - HGTV - Network Adjust,747279147158,2186.74
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Ovative - CTV (Outdoor Enthusiasts) Pubs,,0.0
2026-04-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV (Price Targeted),,5375.65
2025-09-01,DSP Marketplace - BFM,DeepIntent,Beachfront Deal Curation,DeepIntent deal - CTV - 60s RON,996357989476,16.0
2025-09-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Minnesota MN - Politics Allowed (Deal Library),BFM076,0.0
2025-09-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - CTV - Open Auction- Efficiency Monitoring,,813.82
2025-02-01,Select - BFM,Marketing Architects -RTB,Amagi Reseller,Amagi QueStar - Marketing Architects,Amagi5,0.0
2026-06-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop - 1st Price (HB),,0.01
2025-11-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,NBA Finals - CTV - Contextual - Deal - VideoAmp,Beach148,496.53
2026-02-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - Desktop - 1st Price (HB),,0.71
2025-07-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (TRU),085159730982,0.0
2025-12-01,Select - BFM,Bidswitch,Quorum,Quorum > Hanukkah Shoppers > Physical Visitors,Quoru197,0.0
2025-08-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - Desktop [Display],,0.19
2025-03-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - CTV - Converge Direct (RON),202452452206,0.0
2025-05-01,Open Auction - BFM,Quantcast,—,Bidswitch - MW [Display],,0.68
2025-08-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV (Halloween CTV - Deal Library),BFM031,331.39
2026-01-01,Open Auction - BFM,Madopi,—,Bidswitch - APP 1st Price,,0.0
2026-01-01,Select - BFM,Viant,Plex,Plex_Adelphic_$22,Plex2,48.78
2025-04-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - Walter County Tourism (Bundles),196835969212,739.44
2025-02-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Sports Grid (Always on 1:1),748750104921,0.56
2025-04-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - MIQ - EW Scripps CTV,960209121865,0.67
2026-05-01,Open Auction - BFM,The Media Sense,—,The Media Sense DSP CTV Ads Direct,,0.0
2025-02-01,Select - BFM,Basis Technologies,Lotame ,Curate_Basis_Multiple_Political_Republican Affiliated_US_Display_CTV_BF_V1_LOTBRID5454,Lotam4,0.03
2025-11-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Jaguar/Land Rover Dealership Visitors - CTV,Quoru126,0.16
2025-03-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - CTV (Roku $10.01-$15 CPM) - SPF,818500306447,0.0
2025-02-01,DSP Marketplace - BFM,Adtelligent,Beachfront Deal Migration,Adtelligent Deal - Fubo TV - CTV,503483780102,1002.66
2025-08-01,Select - BFM,TheTradeDesk,Strategus,TTD Deal - Strategus - Web/App Display - $0.50-$0.99,Strat61,3.71
2025-04-01,DSP Marketplace - BFM,DV360,—,Bidswitch Deal - CTV - Local News (Deals Discovery),179348574202,245.32
2025-05-01,Open Auction - BFM,StackAdapt,—,StackAdapt - Desktop - Open Auction,,1234.9
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Macy's Visitors - CTV,Quoru32,0.62
2026-04-01,Open Auction - BFM,Metax,—,MetaX Paramount $10.11,,15.6
2025-07-01,Open Auction - BFM,Octillion,—,Octillion - CTV - Open,,135.87
2025-03-01,Open Auction - BFM,DV360,—,Bidswitch - CTV - 1st Price,,19512.35
2026-05-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Joy - Emotional Sentiment CTV_BFM,IRIS00317,38.45
2026-05-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > Nationwide Targeting - Banner,Quoru52,3.37
2025-08-01,Open Auction - BFM,Bidswitch,—,Bidswitch - APP 1st Price,,0.0
2025-09-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - TV One (Philo),992851313690,5.72
2026-03-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,AOD DV360 - Food,749382615047,0.0
2025-07-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - APP Display,,2.51
2025-09-01,Open Auction - BFM,—,—,Viant - CTV (Charter),,0.0
2025-06-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV (Political Networks - Conservative),,0.0
2026-02-01,Open Auction - BFM,Beeswax,—,0,,0.0
2025-07-01,Open Auction - BFM,Adtelligent,—,0,,0.0
2025-08-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - Desktop [Display],,0.0
2025-09-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,0,778377951937,0.0
2026-04-01,Open Auction - BFM,Beeswax,—,0,,0.0
2025-01-01,Open Auction - BFM,LoopMe,—,LoopMe DSP Lottery Campaign copy (deal mimic),,162.51
2025-01-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Comcast Playworks,991133437221,0.0
2025-01-01,Select - BFM,TheTradeDesk,Chief Media,Beachfront TTD Deal - Walmart CTV - Live Golf,Chief15,0.0
2026-04-01,DSP Marketplace - BFM,Viant,BFM Internal,Viant Deal - CTV (Genre: Movie),737121000152,1598.8
2026-03-01,Open Auction - BFM,IQM,—,IQM - CTV - Open Auction,,93.21
2025-06-01,Select - BFM,Bidswitch,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2025-02-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Deal - CTV - TiVo+,787234937752,20.91
2025-02-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Game Time Moments,Aki21,0.0
2025-04-01,Select - BFM,TheTradeDesk,Chief Media,Beachfront TTD Deal - Walmart CTV - Live Hockey,Chief14,0.0
2025-11-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - A&E - Network Targeting,747279147159,286.83
2025-09-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - CTV - 1st Price,,188.62
2025-05-01,Open Auction - BFM,Promo-PSA,—,Test Ad: PSA :30 (feedingamerica.org)#12,,0.0
2026-06-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop/MW Display,,189.96
2025-09-01,Open Auction - BFM,Beeswax,—,Beeswax UR Improvement Tier 3 (Low UR),,1022.22
2025-10-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - InApp - Open Auction,,1378.16
2025-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV - Content Object Removed,918860075162,2303.85
2025-07-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant OutsideTV CTV (204777),,0.58
2025-07-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth - Deal - CTV - Apple TV,BFMGT001,25.34
2025-08-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV - 1st Price,,0.5
2026-05-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,MLB - CTV - Contextual - Tentpole Deal - VideoAmp,Beach150,0.0
2026-05-01,Open Auction - BFM,Sharethrough,—,Sharethrough InApp Video (Open Auction),,317.51
2025-12-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - CTV - Family (Bidtellect),322033042800,0.0
2026-02-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Cinedigm,379708306000,750.35
2026-01-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - MW (70%+ Viewability),350818728459,549.87
2026-01-01,Open Auction - BFM,Unruly,—,Unruly InApp 1st Price Video,,0.0
2025-04-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - Hallmark (Network),545977539514,35.56
2025-05-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - Walmart - CTV - Pub Targeting - Deal,476519491695,0.0
